ref_date,geo,retail_sales_dollars,cpi_all_items,employment_thousands,unemployment_rate_percent,population,population_source_date,population_is_carried_forward,retail_sales_yoy_percent,cpi_yoy_inflation_percent,employment_yoy_percent,retail_sales_per_capita,canada_retail_sales_yoy_percent,canada_cpi_yoy_inflation_percent,canada_employment_yoy_percent,canada_unemployment_rate_percent,retail_sales_yoy_gap_vs_canada,cpi_inflation_gap_vs_canada,employment_yoy_gap_vs_canada,unemployment_rate_gap_vs_canada
2019-06-01,Alberta,6959217000.0,142.7,2312.5,6.7,4337569,2019-04-01,True,-0.685,1.4215,1.8857,1604.4049,0.9648412004667373,2.020958083832358,2.146956782456,5.6,-1.6498,-0.5995,-0.2612,1.1
2019-06-01,British Columbia,7510125000.0,131.9,2695.3,4.8,5080515,2019-04-01,True,-0.5915,2.5661,4.1461,1478.2212,0.9648412004667373,2.020958083832358,2.146956782456,5.6,-1.5564,0.5451,1.9991,-0.8
2019-06-01,Canada,53802084000.0,136.3,19078.6,5.6,37437243,2019-04-01,True,0.9648,2.021,2.147,1437.1273,0.9648412004667373,2.020958083832358,2.146956782456,5.6,0.0,0.0,0.0,0.0
2019-06-01,Manitoba,1783362000.0,137.3,661.6,5.5,1364666,2019-04-01,True,-0.0399,2.6926,1.1157,1306.8121,0.9648412004667373,2.020958083832358,2.146956782456,5.6,-1.0047,0.6716,-1.0313,-0.1
2019-06-01,New Brunswick,1121287000.0,136.3,362.2,8.4,774277,2019-04-01,True,3.9745,1.7164,0.5273,1448.1729,0.9648412004667373,2.020958083832358,2.146956782456,5.6,3.0097,-0.3045,-1.6196,2.8
2019-06-01,Newfoundland and Labrador,759945000.0,139.4,230.1,12.8,527993,2019-04-01,True,1.1069,0.9413,1.455,1439.3089,0.9648412004667373,2.020958083832358,2.146956782456,5.6,0.1421,-1.0796,-0.6919,7.2
2019-06-01,Nova Scotia,1413255000.0,137.4,467.1,7.1,970680,2019-04-01,True,3.5987,1.5521,4.2867,1455.9433,0.9648412004667373,2.020958083832358,2.146956782456,5.6,2.6338,-0.4689,2.1397,1.5
2019-06-01,Ontario,20895556000.0,138.0,7403.6,5.3,14493612,2019-04-01,True,2.3845,1.9956,2.2625,1441.708,0.9648412004667373,2.020958083832358,2.146956782456,5.6,1.4197,-0.0254,0.1155,-0.3
2019-06-01,Prince Edward Island,213808000.0,138.0,77.8,9.3,154409,2019-04-01,True,1.9896,0.5098,1.5666,1384.6861,0.9648412004667373,2.020958083832358,2.146956782456,5.6,1.0248,-1.5111,-0.5804,3.7
2019-06-01,Quebec,11312376000.0,132.0,4293.4,4.9,8447632,2019-04-01,True,0.7198,2.1672,1.0283,1339.118,0.9648412004667373,2.020958083832358,2.146956782456,5.6,-0.245,0.1462,-1.1186,-0.7
2019-06-01,Saskatchewan,1648872000.0,140.2,574.9,5.1,1161787,2019-04-01,True,-3.8452,1.9636,1.8423,1419.255,0.9648412004667373,2.020958083832358,2.146956782456,5.6,-4.81,-0.0573,-0.3046,-0.5
2019-07-01,Alberta,7022772000.0,143.6,2314.4,7.1,4355377,2019-07-01,False,0.6378,1.2694,1.6961,1612.4372,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-1.7839,-0.741,0.052,1.4
2019-07-01,British Columbia,7551448000.0,132.4,2685.4,4.7,5111022,2019-07-01,False,0.5942,2.0817,2.9244,1477.483,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-1.8275,0.0713,1.2803,-1.0
2019-07-01,Canada,54381960000.0,137.0,19072.4,5.7,37618495,2019-07-01,False,2.4218,2.0104,1.6441,1445.6176,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,0.0,0.0,0.0,0.0
2019-07-01,Manitoba,1798179000.0,137.4,660.0,5.8,1370033,2019-07-01,False,2.1473,2.2321,0.9174,1312.5078,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-0.2745,0.2217,-0.7267,0.1
2019-07-01,New Brunswick,1099595000.0,137.1,358.5,9.2,777387,2019-07-01,False,-1.1737,1.7062,-0.775,1414.4757,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-3.5954,-0.3042,-2.4191,3.5
2019-07-01,Newfoundland and Labrador,780380000.0,140.1,231.8,12.7,527643,2019-07-01,False,0.9244,0.7189,1.3555,1478.9924,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-1.4973,-1.2915,-0.2886,7.0
2019-07-01,Nova Scotia,1445191000.0,138.5,465.2,7.5,975799,2019-07-01,False,4.3952,1.8382,3.4698,1481.0335,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,1.9735,-0.1722,1.8256,1.8
2019-07-01,Ontario,21159166000.0,138.8,7391.8,5.7,14573565,2019-07-01,False,4.711,2.0588,1.1688,1451.8868,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,2.2892,0.0484,-0.4753,0.0
2019-07-01,Prince Edward Island,222219000.0,139.5,78.6,8.8,155792,2019-07-01,False,6.0377,1.087,2.8796,1426.3826,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,3.616,-0.9235,1.2355,3.1
2019-07-01,Quebec,11435129000.0,132.6,4313.7,4.8,8483186,2019-07-01,False,1.4494,2.2359,1.7574,1347.9757,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-0.9724,0.2255,0.1133,-0.9
2019-07-01,Saskatchewan,1683092000.0,140.7,572.9,5.6,1164223,2019-07-01,False,-1.4368,1.9565,1.7042,1445.6784,2.4217559322904814,2.010424422933732,1.6441144964532972,5.7,-3.8586,-0.0539,0.0601,-0.1
2019-08-01,Alberta,7003906000.0,143.4,2298.3,7.6,4355377,2019-07-01,True,0.1271,1.2712,0.3537,1608.1056,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,-1.6972,-0.6662,-1.9409,1.9
2019-08-01,British Columbia,7674922000.0,132.2,2684.2,5.0,5111022,2019-07-01,True,2.0337,2.0062,2.3488,1501.6414,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,0.2094,0.0688,0.0542,-0.7
2019-08-01,Canada,54350184000.0,136.8,19133.9,5.7,37618495,2019-07-01,True,1.8243,1.9374,2.2946,1444.773,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,0.0,0.0,0.0,0.0
2019-08-01,Manitoba,1780389000.0,137.3,662.8,5.2,1370033,2019-07-01,True,-1.0244,2.31,0.8368,1299.5227,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,-2.8487,0.3726,-1.4579,-0.5
2019-08-01,New Brunswick,1144392000.0,137.4,364.4,8.5,777387,2019-07-01,True,2.8964,2.0045,1.3348,1472.1008,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,1.0721,0.067,-0.9598,2.8
2019-08-01,Newfoundland and Labrador,780742000.0,139.9,230.5,13.1,527643,2019-07-01,True,-0.0732,0.7199,0.7871,1479.6785,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,-1.8975,-1.2175,-1.5076,7.4
2019-08-01,Nova Scotia,1417554000.0,138.4,465.2,8.0,975799,2019-07-01,True,1.8989,1.6153,2.9204,1452.7111,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,0.0746,-0.3221,0.6257,2.3
2019-08-01,Ontario,21038507000.0,138.5,7446.6,5.6,14573565,2019-07-01,True,2.5806,1.9132,3.04,1443.6074,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,0.7563,-0.0242,0.7454,-0.1
2019-08-01,Prince Edward Island,226375000.0,138.8,78.0,9.0,155792,2019-07-01,True,7.4828,0.8721,2.228,1453.0592,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,5.6585,-1.0653,-0.0666,3.3
2019-08-01,Quebec,11394962000.0,132.4,4329.0,4.6,8483186,2019-07-01,True,1.4585,2.2394,2.3719,1343.2409,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,-0.3658,0.302,0.0773,-1.1
2019-08-01,Saskatchewan,1700700000.0,140.2,574.9,5.3,1164223,2019-07-01,True,3.5877,1.8895,2.2044,1460.8026,1.824316497456202,1.9374068554396606,2.294610445503009,5.7,1.7633,-0.0479,-0.0902,-0.4
2019-09-01,Alberta,6851074000.0,142.9,2308.9,6.6,4355377,2019-07-01,True,-2.5493,1.2757,0.6539,1573.0151,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,-3.9072,-0.5942,-1.183,1.0
2019-09-01,British Columbia,7613130000.0,132.0,2669.8,5.0,5111022,2019-07-01,True,1.3489,2.405,0.9338,1489.5514,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,-0.009,0.5351,-0.9031,-0.6
2019-09-01,Canada,54363245000.0,136.2,19142.8,5.6,37618495,2019-07-01,True,1.3579,1.8699,1.8369,1445.1201,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,0.0,0.0,0.0,0.0
2019-09-01,Manitoba,1764511000.0,136.9,663.6,5.0,1370033,2019-07-01,True,-2.9593,2.1642,1.174,1287.9332,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,-4.3172,0.2943,-0.663,-0.6
2019-09-01,New Brunswick,1110824000.0,136.6,363.2,8.0,777387,2019-07-01,True,-2.4576,1.7884,0.4981,1428.9202,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,-3.8155,-0.0815,-1.3389,2.4
2019-09-01,Newfoundland and Labrador,779402000.0,139.0,230.2,11.4,527643,2019-07-01,True,1.4354,0.5061,0.1741,1477.1389,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,0.0775,-1.3637,-1.6629,5.8
2019-09-01,Nova Scotia,1429428000.0,138.4,466.9,7.3,975799,2019-07-01,True,3.9828,2.1402,2.3455,1464.8795,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,2.6248,0.2704,0.5085,1.7
2019-09-01,Ontario,21167994000.0,137.5,7458.7,5.5,14573565,2019-07-01,True,2.931,1.7012,2.3394,1452.4925,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,1.5731,-0.1687,0.5025,-0.1
2019-09-01,Prince Edward Island,219114000.0,138.2,79.2,8.4,155792,2019-07-01,True,3.6529,1.6176,2.458,1406.4522,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,2.295,-0.2522,0.621,2.8
2019-09-01,Quebec,11533892000.0,132.1,4324.2,5.1,8483186,2019-07-01,True,1.692,2.1655,2.3286,1359.618,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,0.3341,0.2956,0.4916,-0.5
2019-09-01,Saskatchewan,1706608000.0,139.7,578.2,5.5,1164223,2019-07-01,True,1.1871,1.748,2.5541,1465.8772,1.357907939549552,1.8698578908002972,1.8369464024471371,5.6,-0.1708,-0.1219,0.7172,-0.1
2019-10-01,Alberta,6934850000.0,143.6,2311.7,6.7,4376860,2019-10-01,False,0.5801,1.5559,0.8023,1584.435,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,1.0142,-0.3084,-0.8772,1.1
2019-10-01,British Columbia,7600067000.0,132.2,2689.7,4.9,5148047,2019-10-01,False,0.5574,2.1638,2.0643,1476.301,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,0.9914,0.2996,0.3848,-0.7
2019-10-01,Canada,53625470000.0,136.6,19130.9,5.6,37828162,2019-10-01,False,-0.4341,1.8643,1.6795,1417.6071,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,0.0,0.0,0.0,0.0
2019-10-01,Manitoba,1780268000.0,138.0,661.9,5.3,1373884,2019-10-01,False,0.7792,2.2222,1.0534,1295.7921,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,1.2132,0.3579,-0.6261,-0.3
2019-10-01,New Brunswick,1147604000.0,136.8,360.7,8.3,780907,2019-10-01,False,2.3483,1.2583,-0.1384,1469.5783,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,2.7824,-0.606,-1.8179,2.7
2019-10-01,Newfoundland and Labrador,802997000.0,139.7,229.5,12.0,528442,2019-10-01,False,6.151,0.5036,-0.9922,1519.5556,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,6.585,-1.3607,-2.6718,6.4
2019-10-01,Nova Scotia,1401457000.0,138.0,467.3,7.8,982592,2019-10-01,False,0.7928,1.0249,2.1644,1426.2858,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,1.2268,-0.8394,0.4849,2.2
2019-10-01,Ontario,20499721000.0,137.9,7444.6,5.5,14666727,2019-10-01,False,-1.4257,1.6962,2.0885,1397.7025,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,-0.9916,-0.1681,0.409,-0.1
2019-10-01,Prince Edward Island,216052000.0,138.4,79.5,7.9,157025,2019-10-01,False,3.44,1.0957,3.2468,1375.9083,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,3.8741,-0.7686,1.5672,2.3
2019-10-01,Quebec,11370798000.0,132.4,4308.4,5.1,8521542,2019-10-01,False,-1.3272,2.3184,1.4768,1334.3592,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,-0.8931,0.4541,-0.2027,-0.5
2019-10-01,Saskatchewan,1684257000.0,140.9,577.5,5.3,1167271,2019-10-01,False,1.267,1.5862,2.0138,1442.9014,-0.4340720772647799,1.8642803877703118,1.6795199549293427,5.6,1.701,-0.2781,0.3343,-0.3
2019-11-01,Alberta,6833655000.0,143.6,2305.0,7.2,4376860,2019-10-01,True,-2.5609,2.0611,-0.376,1561.3145,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,-4.5693,-0.1112,-1.5811,1.3
2019-11-01,British Columbia,7631816000.0,131.8,2676.0,5.2,5148047,2019-10-01,True,1.2899,2.2498,1.0956,1482.4682,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,-0.7186,0.0775,-0.1095,-0.7
2019-11-01,Canada,54040294000.0,136.4,19096.8,5.9,37828162,2019-10-01,True,2.0085,2.1723,1.2051,1428.5731,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,0.0,0.0,0.0,0.0
2019-11-01,Manitoba,1772016000.0,137.6,661.4,5.6,1373884,2019-10-01,True,0.5348,2.4572,0.5473,1289.7857,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,-1.4737,0.2849,-0.6578,-0.3
2019-11-01,New Brunswick,1138206000.0,137.3,361.1,7.9,780907,2019-10-01,True,4.4534,2.3863,0.0,1457.5436,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,2.4449,0.214,-1.2051,2.0
2019-11-01,Newfoundland and Labrador,768645000.0,139.9,228.0,12.3,528442,2019-10-01,True,2.8238,1.5239,-0.6103,1454.5494,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,0.8153,-0.6483,-1.8154,6.4
2019-11-01,Nova Scotia,1408389000.0,138.4,465.0,8.3,982592,2019-10-01,True,6.4732,2.0649,1.9737,1433.3406,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,4.4647,-0.1074,0.7686,2.4
2019-11-01,Ontario,21026654000.0,137.7,7471.4,5.5,14666727,2019-10-01,True,3.8238,1.9245,2.501,1433.6296,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,1.8153,-0.2478,1.2959,-0.4
2019-11-01,Prince Edward Island,215800000.0,139.0,79.1,7.6,157025,2019-10-01,True,4.907,2.1308,3.1291,1374.3035,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,2.8985,-0.0415,1.9239,1.7
2019-11-01,Quebec,11402632000.0,132.4,4273.0,5.5,8521542,2019-10-01,True,1.742,2.7153,0.1805,1338.0949,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,-0.2665,0.543,-1.0246,-0.4
2019-11-01,Saskatchewan,1660538000.0,140.5,576.7,6.4,1167271,2019-10-01,True,0.1307,1.8854,0.5931,1422.5814,2.0084917265787094,2.1722846441947663,1.2051257591656261,5.9,-1.8778,-0.2869,-0.6121,0.5
2019-12-01,Alberta,7069474000.0,143.7,2309.1,7.0,4376860,2019-10-01,True,0.222,2.2776,0.6012,1615.1931,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-3.4555,0.0287,-0.9533,1.4
2019-12-01,British Columbia,7828135000.0,131.7,2680.7,4.9,5148047,2019-10-01,True,3.0464,2.093,0.8882,1520.6029,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-0.6311,-0.1559,-0.6664,-0.7
2019-12-01,Canada,55349866000.0,136.4,19186.5,5.6,37828162,2019-10-01,True,3.6775,2.2489,1.5546,1463.1921,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,0.0,0.0,0.0,0.0
2019-12-01,Manitoba,1811259000.0,137.4,664.5,4.9,1373884,2019-10-01,True,0.4308,2.3083,0.9878,1318.3493,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-3.2467,0.0594,-0.5667,-0.7
2019-12-01,New Brunswick,1149222000.0,136.4,363.8,7.4,780907,2019-10-01,True,3.1484,2.3256,1.7053,1471.6503,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-0.5291,0.0767,0.1508,1.8
2019-12-01,Newfoundland and Labrador,776500000.0,139.6,226.3,12.5,528442,2019-10-01,True,1.7083,1.9722,-2.0346,1469.4139,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-1.9692,-0.2766,-3.5892,6.9
2019-12-01,Nova Scotia,1430311000.0,137.9,466.5,8.1,982592,2019-10-01,True,3.1941,2.2239,1.7226,1455.651,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-0.4834,-0.025,0.1681,2.5
2019-12-01,Ontario,21595758000.0,137.8,7506.1,5.2,14666727,2019-10-01,True,6.3147,2.0741,2.7135,1472.432,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,2.6372,-0.1748,1.159,-0.4
2019-12-01,Prince Edward Island,221410000.0,138.4,80.8,7.6,157025,2019-10-01,True,6.2199,2.2912,6.5963,1410.0302,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,2.5424,0.0423,5.0417,2.0
2019-12-01,Quebec,11548840000.0,132.4,4315.1,5.0,8521542,2019-10-01,True,2.267,2.7153,0.8554,1355.2524,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,-1.4105,0.4664,-0.6991,-0.6
2019-12-01,Saskatchewan,1735903000.0,139.6,573.5,6.2,1167271,2019-10-01,True,3.7349,1.6012,0.0523,1487.1465,3.6775013882703877,2.2488755622188883,1.554560467479682,5.6,0.0574,-0.6477,-1.5022,0.6
2020-01-01,Alberta,7083978000.0,144.7,2289.3,7.3,4392958,2020-01-01,False,3.4267,2.9893,-0.1178,1612.5759,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,0.0499,0.5941,-1.6199,1.8
2020-01-01,British Columbia,7644188000.0,132.1,2681.3,4.7,5157053,2020-01-01,False,0.2778,2.3238,0.4496,1482.2783,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,-3.099,-0.0714,-1.0525,-0.8
2020-01-01,Canada,54694567000.0,136.8,19204.7,5.5,37928208,2020-01-01,False,3.3768,2.3952,1.5021,1442.0551,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,0.0,0.0,0.0,0.0
2020-01-01,Manitoba,1819903000.0,137.5,669.7,5.2,1377283,2020-01-01,False,2.2349,2.5354,1.2396,1321.3719,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,-1.1419,0.1402,-0.2625,-0.3
2020-01-01,New Brunswick,1171375000.0,137.3,366.5,7.8,781054,2020-01-01,False,7.5411,2.4627,1.8621,1499.7363,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,4.1643,0.0675,0.3601,2.3
2020-01-01,Newfoundland and Labrador,752490000.0,140.0,230.3,11.9,528231,2020-01-01,False,-0.1441,2.1898,-2.2081,1424.5472,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,-3.5209,-0.2054,-3.7101,6.4
2020-01-01,Nova Scotia,1451237000.0,138.5,468.2,8.1,984130,2020-01-01,False,3.7496,2.5926,1.8047,1474.6395,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,0.3728,0.1974,0.3027,2.6
2020-01-01,Ontario,21000507000.0,138.0,7516.9,5.2,14718155,2020-01-01,False,3.9194,2.071,2.6534,1426.8437,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,0.5426,-0.3242,1.1514,-0.3
2020-01-01,Prince Edward Island,222547000.0,139.0,81.1,7.3,157494,2020-01-01,False,7.7694,2.963,6.7105,1413.0507,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,4.3926,0.5678,5.2085,1.8
2020-01-01,Quebec,11625812000.0,132.6,4327.4,4.8,8537376,2020-01-01,False,4.1425,2.7111,1.285,1361.7547,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,0.7657,0.3159,-0.2171,-0.7
2020-01-01,Saskatchewan,1735164000.0,140.6,574.0,5.9,1169426,2020-01-01,False,5.0524,2.329,0.455,1483.7741,3.376811034028626,2.3952095808383422,1.5020744694907773,5.5,1.6756,-0.0662,-1.0471,0.4
2020-02-01,Alberta,6968621000.0,145.5,2294.8,7.4,4392958,2020-01-01,True,1.7862,2.4648,0.2621,1586.3163,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,-1.7657,0.3087,-0.9885,1.6
2020-02-01,British Columbia,7755909000.0,132.9,2678.8,5.4,5157053,2020-01-01,True,3.9556,2.3883,0.056,1503.9421,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,0.4038,0.2322,-1.1947,-0.4
2020-02-01,Canada,54879879000.0,137.4,19202.9,5.8,37928208,2020-01-01,True,3.5519,2.1561,1.2507,1446.941,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,0.0,0.0,0.0,0.0
2020-02-01,Manitoba,1813643000.0,138.3,669.8,5.3,1377283,2020-01-01,True,0.6801,2.2929,1.6388,1316.8267,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,-2.8717,0.1368,0.3882,-0.5
2020-02-01,New Brunswick,1155661000.0,137.6,367.1,7.4,781054,2020-01-01,True,5.4065,2.1529,1.8873,1479.6173,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,1.8546,-0.0032,0.6366,1.6
2020-02-01,Newfoundland and Labrador,786873000.0,140.3,227.8,12.6,528231,2020-01-01,True,5.2939,1.6667,-2.7742,1489.6381,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,1.7421,-0.4895,-4.0249,6.8
2020-02-01,Nova Scotia,1407547000.0,139.1,469.9,8.6,984130,2020-01-01,True,3.068,2.5055,2.397,1430.245,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,-0.4839,0.3494,1.1464,2.8
2020-02-01,Ontario,21325158000.0,138.7,7501.2,5.6,14718155,2020-01-01,True,5.0317,1.9853,1.9351,1448.9016,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,1.4799,-0.1708,0.6844,-0.2
2020-02-01,Prince Edward Island,222988000.0,138.9,80.3,8.2,157494,2020-01-01,True,6.5129,2.2075,5.1047,1415.8508,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,2.9611,0.0514,3.854,2.4
2020-02-01,Quebec,11542429000.0,133.2,4340.1,4.5,8537376,2020-01-01,True,2.1372,2.3041,1.3521,1351.9879,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,-1.4147,0.148,0.1014,-1.3
2020-02-01,Saskatchewan,1710325000.0,141.2,573.1,6.6,1169426,2020-01-01,True,1.6288,1.9495,0.5615,1462.5338,3.55186119974531,2.1561338289962872,1.2506788570946448,5.8,-1.9231,-0.2067,-0.6892,0.8
2020-03-01,Alberta,6043770000.0,144.1,2167.2,8.8,4392958,2020-01-01,True,-13.7191,0.6988,-5.0099,1375.786,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,-4.7334,-0.1875,-0.3899,0.3
2020-03-01,British Columbia,7266578000.0,132.3,2503.2,7.9,5157053,2020-01-01,True,-4.8571,1.2242,-6.2998,1409.0563,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,4.1286,0.3379,-1.6798,-0.6
2020-03-01,Canada,48808933000.0,136.6,18058.2,8.5,37928208,2020-01-01,True,-8.9857,0.8863,-4.62,1286.8769,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,0.0,0.0,0.0,0.0
2020-03-01,Manitoba,1646699000.0,137.4,639.3,6.6,1377283,2020-01-01,True,-8.4181,0.9552,-3.1804,1195.6141,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,0.5675,0.0689,1.4396,-1.9
2020-03-01,New Brunswick,1002705000.0,136.6,349.8,9.2,781054,2020-01-01,True,-11.0949,0.5151,-3.4768,1283.7845,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,-2.1093,-0.3712,1.1432,0.7
2020-03-01,Newfoundland and Labrador,735928000.0,139.2,222.6,11.6,528231,2020-01-01,True,-6.5233,0.0719,-4.7904,1393.1935,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,2.4624,-0.8144,-0.1704,3.1
2020-03-01,Nova Scotia,1229222000.0,138.0,439.7,9.9,984130,2020-01-01,True,-13.0249,0.8772,-4.3715,1249.0443,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,-4.0392,-0.0091,0.2485,1.4
2020-03-01,Ontario,19305055000.0,137.9,7036.8,8.5,14718155,2020-01-01,True,-5.0539,0.6569,-4.1882,1311.6491,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,3.9318,-0.2293,0.4318,0.0
2020-03-01,Prince Edward Island,191236000.0,137.5,76.9,9.4,157494,2020-01-01,True,-11.3236,0.365,-0.3886,1214.2431,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,-2.3379,-0.5213,4.2314,0.9
2020-03-01,Quebec,9685949000.0,132.5,4067.8,8.6,8537376,2020-01-01,True,-15.2448,1.145,-4.6751,1134.5347,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,-6.2591,0.2588,-0.0551,0.1
2020-03-01,Saskatchewan,1514080000.0,140.0,554.8,7.3,1169426,2020-01-01,True,-10.7257,0.5747,-3.4963,1294.7207,-8.98566794083301,0.8862629246676468,-4.620000105636224,8.5,-1.7401,-0.3116,1.1237,-1.2
2020-04-01,Alberta,5068118000.0,143.0,1939.3,13.1,4405455,2020-04-01,False,-28.5633,-0.4871,-16.1746,1150.4187,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,1.6007,-0.2665,-0.5981,-0.6
2020-04-01,British Columbia,6050867000.0,131.2,2247.3,11.9,5169535,2020-04-01,False,-19.7744,0.0,-16.1048,1170.4857,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,10.3895,0.2206,-0.5283,-1.8
2020-04-01,Canada,37562059000.0,135.7,16085.8,13.7,38006941,2020-04-01,False,-30.164,-0.2206,-15.5765,988.2947,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,0.0,0.0,0.0,0.0
2020-04-01,Manitoba,1334614000.0,136.3,576.3,11.5,1379280,2020-04-01,False,-26.2689,-0.5835,-13.0507,967.6164,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,3.8951,-0.3629,2.5258,-2.2
2020-04-01,New Brunswick,842241000.0,134.6,310.3,14.4,782512,2020-04-01,False,-24.4259,-1.3196,-13.469,1076.3298,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,5.7381,-1.0991,2.1075,0.7
2020-04-01,Newfoundland and Labrador,575585000.0,137.6,193.4,15.6,527733,2020-04-01,False,-21.8388,-1.5032,-16.9957,1090.6746,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,8.3251,-1.2826,-1.4192,1.9
2020-04-01,Nova Scotia,976498000.0,136.6,396.8,12.8,986204,2020-04-01,False,-30.7434,-0.5822,-13.6641,990.1582,-30.163964387061558,-0.22058823529412797,-15.576502201672128,13.7,-0.5795,-0.3617,1.9124,-0.9
